CHROM	START	END	N_SITES
3	21940000	21950000	986
3	21950000	21960000	682
3	21960000	21970000	909
3	21970000	21980000	660
3	21980000	21990000	874
3	21990000	22000000	728
3	22000000	22010000	339
3	22010000	22020000	1084
3	22020000	22030000	906
3	22030000	22040000	1038
3	22040000	22050000	601
3	22050000	22060000	1115
3	22060000	22070000	1087
3	22070000	22080000	816
3	22080000	22090000	1107
3	22090000	22100000	1200
3	22100000	22110000	1326
3	22110000	22120000	1605
3	22120000	22130000	847
3	22130000	22140000	804
3	22140000	22150000	674
3	22150000	22160000	1186
3	22160000	22170000	936
3	22170000	22180000	740
3	22180000	22190000	1013
3	22190000	22200000	980
3	22200000	22210000	1336
3	22210000	22220000	906
3	22220000	22230000	1137
3	22230000	22240000	729
3	22240000	22250000	854
3	22250000	22260000	816
3	22260000	22270000	1125
3	22270000	22280000	1058
3	22280000	22290000	928
3	22290000	22300000	949
3	22300000	22310000	894
3	22310000	22320000	1247
3	22320000	22330000	608
3	22330000	22340000	807
3	22340000	22350000	842
3	22350000	22360000	1145
3	22360000	22370000	894
3	22370000	22380000	1100
3	22380000	22390000	780
3	22390000	22400000	1335
3	22400000	22410000	800
3	22410000	22420000	1162
3	22420000	22430000	1169
3	22430000	22440000	1050
3	22440000	22450000	1298
3	22450000	22460000	1102
3	22460000	22470000	451
3	22470000	22480000	1262
3	22480000	22490000	995
3	22490000	22500000	961
3	22500000	22510000	1097
3	22510000	22520000	1105
3	22520000	22530000	980
3	22530000	22540000	1045
3	22540000	22550000	1058
3	22550000	22560000	853
3	22560000	22570000	299
3	22570000	22580000	1233
3	22580000	22590000	967
3	22590000	22600000	1128
3	22600000	22610000	1394
3	22610000	22620000	1074
3	22620000	22630000	876
3	22630000	22640000	1104
3	22640000	22650000	1034
3	22650000	22660000	956
3	22660000	22670000	181
3	22670000	22680000	556
3	22680000	22690000	979
3	22690000	22700000	839
3	22700000	22710000	1013
3	22710000	22720000	977
3	22720000	22730000	1095
3	22730000	22740000	895
3	22740000	22750000	733
3	22750000	22760000	946
3	22760000	22770000	1087
3	22770000	22780000	1153
3	22780000	22790000	795
3	22790000	22800000	501
3	22800000	22810000	1222
3	22810000	22820000	544
3	22820000	22830000	1462
3	22830000	22840000	985
3	22840000	22850000	844
3	22850000	22860000	1062
3	22860000	22870000	1111
3	22870000	22880000	879
3	22880000	22890000	950
3	22890000	22900000	1015
3	22900000	22910000	838
3	22910000	22920000	534
3	22920000	22930000	1104
3	22930000	22940000	879
3	22940000	22950000	1055
3	22950000	22960000	892
3	22960000	22970000	1082
3	22970000	22980000	760
3	22980000	22990000	664
3	22990000	23000000	881
3	23000000	23010000	1381
3	23010000	23020000	1356
3	23020000	23030000	556
3	23030000	23040000	961
3	23040000	23050000	927
3	23050000	23060000	1035
3	23060000	23070000	960
3	23070000	23080000	868
3	23080000	23090000	1318
3	23090000	23100000	1413
3	23100000	23110000	1063
3	23110000	23120000	1114
3	23120000	23130000	1257
3	23130000	23140000	1175
3	23140000	23150000	934
3	23150000	23160000	928
3	23160000	23170000	962
3	23170000	23180000	615
3	23180000	23190000	1005
3	23190000	23200000	1254
3	23200000	23210000	1298
3	23210000	23220000	1122
3	23220000	23230000	975
3	23230000	23240000	415
3	23240000	23250000	1214
3	23250000	23260000	1277
3	23260000	23270000	1051
3	23270000	23280000	1166
3	23280000	23290000	1232
3	23290000	23300000	992
3	23300000	23310000	974
3	23310000	23320000	1112
3	23320000	23330000	950
3	23330000	23340000	893
3	23340000	23350000	1056
3	23350000	23360000	1121
3	23360000	23370000	1107
3	23370000	23380000	830
3	23380000	23390000	954
3	23390000	23400000	728
3	23400000	23410000	1073
3	23410000	23420000	665
3	23420000	23430000	953
3	23430000	23440000	1639
3	23440000	23450000	978
3	23450000	23460000	1089
3	23460000	23470000	1314
3	23470000	23480000	1256
3	23480000	23490000	1301
3	23490000	23500000	1083
3	23500000	23510000	1157
3	23510000	23520000	783
3	23520000	23530000	1048
3	23530000	23540000	1254
3	23540000	23550000	1001
3	23550000	23560000	1088
3	23560000	23570000	999
3	23570000	23580000	1091
3	23580000	23590000	1453
3	23590000	23600000	1037
3	23600000	23610000	892
3	23610000	23620000	1181
3	23620000	23630000	1058
3	23630000	23640000	1400
3	23640000	23650000	834
3	23650000	23660000	1231
3	23660000	23670000	1003
3	23670000	23680000	1205
3	23680000	23690000	1253
3	23690000	23700000	1274
3	23700000	23710000	1268
3	23710000	23720000	1553
3	23720000	23730000	1099
3	23730000	23740000	1331
3	23740000	23750000	1232
3	23750000	23760000	1361
3	23760000	23770000	971
3	23770000	23780000	1014
3	23780000	23790000	858
3	23790000	23800000	1228
3	23800000	23810000	1027
3	23810000	23820000	1451
3	23820000	23830000	876
3	23830000	23840000	1133
3	23840000	23850000	1017
3	23850000	23860000	621
3	23860000	23870000	791
3	23870000	23880000	1175
3	23880000	23890000	858
3	23890000	23900000	1294
3	23900000	23910000	895
3	23910000	23920000	1031
3	23920000	23930000	782
3	23930000	23940000	1036
3	23940000	23950000	891
3	23950000	23960000	593
3	23960000	23970000	1342
3	23970000	23980000	1078
3	23980000	23990000	1041
3	23990000	24000000	1002
3	24000000	24010000	1404
3	24010000	24020000	949
3	24020000	24030000	1142
3	24030000	24040000	1153
3	24040000	24050000	961
3	24050000	24060000	1033
3	24060000	24070000	1029
3	24070000	24080000	1248
3	24080000	24090000	1114
3	24090000	24100000	907
3	24100000	24110000	1009
3	24110000	24120000	940
3	24120000	24130000	1145
3	24130000	24140000	858
3	24140000	24150000	1544
3	24150000	24160000	888
3	24160000	24170000	808
3	24170000	24180000	1075
3	24180000	24190000	1005
3	24190000	24200000	1076
3	24200000	24210000	1061
3	24210000	24220000	918
3	24220000	24230000	1395
3	24230000	24240000	660
3	24240000	24250000	871
3	24250000	24260000	963
3	24260000	24270000	1360
3	24270000	24280000	815
3	24280000	24290000	1046
3	24290000	24300000	659
3	24300000	24310000	1090
3	24310000	24320000	1085
3	24320000	24330000	1113
3	24330000	24340000	927
3	24340000	24350000	1175
3	24350000	24360000	1155
3	24360000	24370000	1096
3	24370000	24380000	1336
3	24380000	24390000	1491
3	24390000	24400000	1204
3	24400000	24410000	1344
3	24410000	24420000	1039
3	24420000	24430000	1074
3	24430000	24440000	1307
3	24440000	24450000	1162
3	24450000	24460000	999
3	24460000	24470000	1370
3	24470000	24480000	906
3	24480000	24490000	930
3	24490000	24500000	949
3	24500000	24510000	1019
3	24510000	24520000	977
3	24520000	24530000	1129
3	24530000	24540000	1029
3	24540000	24550000	791
3	24550000	24560000	1564
3	24560000	24570000	1239
3	24570000	24580000	1122
3	24580000	24590000	877
3	24590000	24600000	1287
3	24600000	24610000	1229
3	24610000	24620000	1069
3	24620000	24630000	958
3	24630000	24640000	1136
3	24640000	24650000	1160
3	24650000	24660000	1034
3	24660000	24670000	1042
3	24670000	24680000	1084
3	24680000	24690000	1185
3	24690000	24700000	1350
3	24700000	24710000	885
3	24710000	24720000	1199
3	24720000	24730000	1114
3	24730000	24740000	980
3	24740000	24750000	998
3	24750000	24760000	1548
3	24760000	24770000	758
3	24770000	24780000	1052
3	24780000	24790000	1003
3	24790000	24800000	570
3	24800000	24810000	1088
3	24810000	24820000	1235
3	24820000	24830000	1090
3	24830000	24840000	967
3	24840000	24850000	1394
3	24850000	24860000	1229
3	24860000	24870000	771
3	24870000	24880000	1212
3	24880000	24890000	943
3	24890000	24900000	981
3	24900000	24910000	1097
3	24910000	24920000	701
3	24920000	24930000	1055
3	24930000	24940000	1169
3	24940000	24950000	714
3	24950000	24960000	1208
3	24960000	24970000	1130
3	24970000	24980000	1227
3	24980000	24990000	951
3	24990000	25000000	1283
3	25000000	25010000	1070
3	25010000	25020000	879
3	25020000	25030000	1074
3	25030000	25040000	1255
3	25040000	25050000	1005
3	25050000	25060000	970
3	25060000	25070000	988
3	25070000	25080000	967
3	25080000	25090000	1250
3	25090000	25100000	1087
3	25100000	25110000	914
3	25110000	25120000	988
3	25120000	25130000	1043
3	25130000	25140000	1006
3	25140000	25150000	1026
3	25150000	25160000	1161
3	25160000	25170000	970
3	25170000	25180000	1275
3	25180000	25190000	958
3	25190000	25200000	1001
3	25200000	25210000	742
3	25210000	25220000	954
3	25220000	25230000	839
3	25230000	25240000	1038
3	25240000	25250000	1376
3	25250000	25260000	1188
3	25260000	25270000	890
3	25270000	25280000	1252
3	25280000	25290000	1128
3	25290000	25300000	1059
3	25300000	25310000	951
3	25310000	25320000	933
3	25320000	25330000	1166
3	25330000	25340000	949
3	25340000	25350000	983
3	25350000	25360000	1113
3	25360000	25370000	1014
3	25370000	25380000	1034
3	25380000	25390000	671
3	25390000	25400000	825
3	25400000	25410000	836
3	25410000	25420000	812
3	25420000	25430000	1401
3	25430000	25440000	732
3	25440000	25450000	1150
3	25450000	25460000	1135
3	25460000	25470000	534
3	25470000	25480000	1396
3	25480000	25490000	1096
3	25490000	25500000	966
3	25500000	25510000	1546
3	25510000	25520000	906
3	25520000	25530000	869
3	25530000	25540000	1095
3	25540000	25550000	1155
3	25550000	25560000	1115
3	25560000	25570000	1138
3	25570000	25580000	844
3	25580000	25590000	922
3	25590000	25600000	1355
3	25600000	25610000	1301
3	25610000	25620000	874
3	25620000	25630000	859
3	25630000	25640000	950
3	25640000	25650000	926
3	25650000	25660000	1425
3	25660000	25670000	1164
3	25670000	25680000	978
3	25680000	25690000	1035
3	25690000	25700000	1362
3	25700000	25710000	1251
3	25710000	25720000	939
3	25720000	25730000	807
3	25730000	25740000	1020
3	25740000	25750000	1062
3	25750000	25760000	622
3	25760000	25770000	924
3	25770000	25780000	972
3	25780000	25790000	818
3	25790000	25800000	1084
3	25800000	25810000	1051
3	25810000	25820000	1138
3	25820000	25830000	915
3	25830000	25840000	1173
3	25840000	25850000	1000
3	25850000	25860000	1477
3	25860000	25870000	908
3	25870000	25880000	1022
3	25880000	25890000	1074
3	25890000	25900000	1508
3	25900000	25910000	1353
3	25910000	25920000	909
3	25920000	25930000	879
3	25930000	25940000	1183
3	25940000	25950000	1005
3	25950000	25960000	1060
3	25960000	25970000	1205
3	25970000	25980000	1215
3	25980000	25990000	854
3	25990000	26000000	1016
3	26000000	26010000	603
3	26010000	26020000	1344
3	26020000	26030000	931
3	26030000	26040000	815
3	26040000	26050000	744
3	26050000	26060000	864
3	26060000	26070000	870
3	26070000	26080000	798
3	26080000	26090000	1124
3	26090000	26100000	558
3	26100000	26110000	761
3	26110000	26120000	727
3	26120000	26130000	999
3	26130000	26140000	1025
3	26140000	26150000	975
3	26150000	26160000	550
3	26160000	26170000	1265
3	26170000	26180000	1020
3	26180000	26190000	995
3	26190000	26200000	863
3	26200000	26210000	1194
3	26210000	26220000	1000
3	26220000	26230000	1094
3	26230000	26240000	777
3	26240000	26250000	1057
3	26250000	26260000	499
3	26260000	26270000	651
3	26270000	26280000	1025
3	26280000	26290000	747
3	26290000	26300000	881
3	26300000	26310000	662
3	26310000	26320000	1139
3	26320000	26330000	1040
3	26330000	26340000	1236
3	26340000	26350000	1008
3	26350000	26360000	747
3	26360000	26370000	1139
3	26370000	26380000	882
3	26380000	26390000	1014
3	26390000	26400000	856
3	26400000	26410000	680
3	26410000	26420000	873
3	26420000	26430000	639
3	26430000	26440000	1230
3	26440000	26450000	955
3	26450000	26460000	1240
3	26460000	26470000	989
3	26470000	26480000	223
3	26480000	26490000	833
3	26490000	26500000	572
3	26500000	26510000	1277
3	26510000	26520000	1105
3	26520000	26530000	773
3	26530000	26540000	921
3	26540000	26550000	928
3	26550000	26560000	603
3	26560000	26570000	666
3	26570000	26580000	1022
3	26580000	26590000	512
3	26590000	26600000	581
3	26600000	26610000	872
3	26610000	26620000	742
3	26620000	26630000	571
3	26630000	26640000	667
3	26640000	26650000	588
3	26650000	26660000	620
3	26660000	26670000	882
3	26670000	26680000	851
3	26680000	26690000	1200
3	26690000	26700000	1167
3	26700000	26710000	1057
3	26710000	26720000	926
3	26720000	26730000	980
3	26730000	26740000	702
3	26740000	26750000	806
3	26750000	26760000	770
3	26760000	26770000	1006
3	26770000	26780000	562
3	26780000	26790000	948
3	26790000	26800000	1369
3	26800000	26810000	959
3	26810000	26820000	888
3	26820000	26830000	612
3	26830000	26840000	875
3	26840000	26850000	1002
3	26850000	26860000	799
3	26860000	26870000	958
3	26870000	26880000	562
3	26880000	26890000	813
3	26890000	26900000	1137
3	26900000	26910000	817
3	26910000	26920000	792
3	26920000	26930000	673
3	26930000	26940000	487
3	26940000	26950000	942
3	26950000	26960000	820
3	26960000	26970000	1035
3	26970000	26980000	1299
3	26980000	26990000	791
3	26990000	27000000	909
3	27000000	27010000	811
3	27010000	27020000	955
3	27020000	27030000	1140
3	27030000	27040000	1256
3	27040000	27050000	1099
3	27050000	27060000	852
3	27060000	27070000	924
3	27070000	27080000	880
3	27080000	27090000	1073
3	27090000	27100000	998
3	27100000	27110000	910
3	27110000	27120000	1150
3	27120000	27130000	1176
3	27130000	27140000	918
3	27140000	27150000	803
3	27150000	27160000	1037
3	27160000	27170000	953
3	27170000	27180000	1276
3	27180000	27190000	1021
3	27190000	27200000	1270
3	27200000	27210000	1069
3	27210000	27220000	1401
3	27220000	27230000	1457
3	27230000	27240000	1121
3	27240000	27250000	563
3	27250000	27260000	1288
3	27260000	27270000	1121
3	27270000	27280000	891
3	27280000	27290000	842
3	27290000	27300000	916
3	27300000	27310000	873
3	27310000	27320000	1176
3	27320000	27330000	894
3	27330000	27340000	646
3	27340000	27350000	1030
3	27350000	27360000	787
3	27360000	27370000	1126
3	27370000	27380000	1079
3	27380000	27390000	758
3	27390000	27400000	967
3	27400000	27410000	679
3	27410000	27420000	1220
3	27420000	27430000	945
3	27430000	27440000	1057
3	27440000	27450000	959
3	27450000	27460000	1044
3	27460000	27470000	591
3	27470000	27480000	818
3	27480000	27490000	1354
3	27490000	27500000	986
3	27500000	27510000	930
3	27510000	27520000	555
3	27520000	27530000	1111
3	27530000	27540000	794
3	27540000	27550000	931
3	27550000	27560000	1167
3	27560000	27570000	903
3	27570000	27580000	911
3	27580000	27590000	814
3	27590000	27600000	820
3	27600000	27610000	693
3	27610000	27620000	802
3	27620000	27630000	797
3	27630000	27640000	1031
3	27640000	27650000	766
3	27650000	27660000	1040
3	27660000	27670000	1014
3	27670000	27680000	601
3	27680000	27690000	991
3	27690000	27700000	1136
3	27700000	27710000	724
3	27710000	27720000	813
3	27720000	27730000	871
3	27730000	27740000	1069
3	27740000	27750000	899
3	27750000	27760000	815
3	27760000	27770000	666
3	27770000	27780000	815
3	27780000	27790000	720
3	27790000	27800000	861
3	27800000	27810000	1071
3	27810000	27820000	955
3	27820000	27830000	492
3	27830000	27840000	1231
3	27840000	27850000	1035
3	27850000	27860000	622
3	27860000	27870000	1041
3	27870000	27880000	843
3	27880000	27890000	819
3	27890000	27900000	1033
3	27900000	27910000	1065
3	27910000	27920000	846
3	27920000	27930000	1058
3	27930000	27940000	975
3	27940000	27950000	802
3	27950000	27960000	831
3	27960000	27970000	899
3	27970000	27980000	971
3	27980000	27990000	968
3	27990000	28000000	886
3	28000000	28010000	1392
3	28010000	28020000	1042
3	28020000	28030000	1013
3	28030000	28040000	846
3	28040000	28050000	275
3	28050000	28060000	1079
3	28060000	28070000	795
3	28070000	28080000	824
3	28080000	28090000	777
3	28090000	28100000	951
3	28100000	28110000	954
3	28110000	28120000	1221
3	28120000	28130000	780
3	28130000	28140000	985
3	28140000	28150000	882
3	28150000	28160000	963
3	28160000	28170000	666
3	28170000	28180000	867
3	28180000	28190000	701
3	28190000	28200000	775
3	28200000	28210000	826
3	28210000	28220000	745
3	28220000	28230000	481
3	28230000	28240000	980
3	28240000	28250000	710
3	28250000	28260000	263
3	28260000	28270000	659
3	28270000	28280000	889
3	28280000	28290000	897
3	28290000	28300000	649
3	28300000	28310000	713
3	28310000	28320000	736
3	28320000	28330000	888
3	28330000	28340000	960
3	28340000	28350000	980
3	28350000	28360000	1039
3	28360000	28370000	757
3	28370000	28380000	779
3	28380000	28390000	579
3	28390000	28400000	846
3	28400000	28410000	674
3	28410000	28420000	597
3	28420000	28430000	658
3	28430000	28440000	896
3	28440000	28450000	917
3	28450000	28460000	924
3	28460000	28470000	1153
3	28470000	28480000	990
3	28480000	28490000	769
3	28490000	28500000	1073
3	28500000	28510000	1297
3	28510000	28520000	998
3	28520000	28530000	979
3	28530000	28540000	1224
3	28540000	28550000	925
3	28550000	28560000	1114
3	28560000	28570000	1077
3	28570000	28580000	1040
3	28580000	28590000	856
3	28590000	28600000	1198
3	28600000	28610000	694
3	28610000	28620000	1266
3	28620000	28630000	994
3	28630000	28640000	1212
3	28640000	28650000	984
3	28650000	28660000	1000
3	28660000	28670000	948
3	28670000	28680000	1105
3	28680000	28690000	1385
3	28690000	28700000	619
3	28700000	28710000	1279
3	28710000	28720000	1217
3	28720000	28730000	1017
3	28730000	28740000	972
3	28740000	28750000	990
3	28750000	28760000	1187
3	28760000	28770000	811
3	28770000	28780000	914
3	28780000	28790000	658
3	28790000	28800000	1036
3	28800000	28810000	861
3	28810000	28820000	806
3	28820000	28830000	887
3	28830000	28840000	898
3	28840000	28850000	1027
3	28850000	28860000	922
3	28860000	28870000	1116
3	28870000	28880000	975
3	28880000	28890000	978
3	28890000	28900000	1010
3	28900000	28910000	983
3	28910000	28920000	693
3	28920000	28930000	882
3	28930000	28940000	812
3	28940000	28950000	1273
3	28950000	28960000	1159
3	28960000	28970000	741
3	28970000	28980000	1137
3	28980000	28990000	1566
3	28990000	29000000	1087
3	29000000	29010000	891
3	29010000	29020000	556
3	29020000	29030000	1065
3	29030000	29040000	950
3	29040000	29050000	894
3	29050000	29060000	994
3	29060000	29070000	1018
3	29070000	29080000	801
3	29080000	29090000	1278
3	29090000	29100000	1038
3	29100000	29110000	1031
3	29110000	29120000	508
3	29120000	29130000	675
3	29130000	29140000	368
3	29140000	29150000	733
3	29150000	29160000	1073
3	29160000	29170000	1229
3	29170000	29180000	361
3	29180000	29190000	1069
3	29190000	29200000	348
3	29200000	29210000	496
3	29210000	29220000	666
3	29220000	29230000	683
3	29230000	29240000	1111
3	29240000	29250000	1100
3	29250000	29260000	852
3	29260000	29270000	948
3	29270000	29280000	948
3	29280000	29290000	1031
3	29290000	29300000	996
3	29300000	29310000	1090
3	29310000	29320000	830
3	29320000	29330000	998
3	29330000	29340000	1067
3	29340000	29350000	327
3	29350000	29360000	789
3	29360000	29370000	556
3	29370000	29380000	855
3	29380000	29390000	897
3	29390000	29400000	810
3	29400000	29410000	1026
3	29410000	29420000	1160
3	29420000	29430000	1164
3	29430000	29440000	944
3	29440000	29450000	708
3	29450000	29460000	829
3	29460000	29470000	780
3	29470000	29480000	1099
3	29480000	29490000	992
3	29490000	29500000	631
3	29500000	29510000	968
3	29510000	29520000	1185
3	29520000	29530000	1022
3	29530000	29540000	1148
3	29540000	29550000	872
3	29550000	29560000	900
3	29560000	29570000	1012
3	29570000	29580000	873
3	29580000	29590000	918
3	29590000	29600000	927
3	29600000	29610000	1076
3	29610000	29620000	1222
3	29620000	29630000	803
3	29630000	29640000	799
3	29640000	29650000	1316
3	29650000	29660000	753
3	29660000	29670000	890
3	29670000	29680000	1212
3	29680000	29690000	892
3	29690000	29700000	921
3	29700000	29710000	1098
3	29710000	29720000	742
3	29720000	29730000	1187
3	29730000	29740000	559
3	29740000	29750000	553
3	29750000	29760000	651
3	29760000	29770000	654
3	29770000	29780000	903
3	29780000	29790000	529
3	29790000	29800000	666
3	29800000	29810000	616
3	29810000	29820000	476
3	29820000	29830000	566
3	29830000	29840000	541
3	29840000	29850000	733
3	29850000	29860000	409
3	29860000	29870000	823
3	29870000	29880000	940
3	29880000	29890000	597
3	29890000	29900000	962
3	29900000	29910000	1022
3	29910000	29920000	730
3	29920000	29930000	1006
3	29930000	29940000	888
3	29940000	29950000	933
3	29950000	29960000	1163
3	29960000	29970000	1047
3	29970000	29980000	880
3	29980000	29990000	556
3	29990000	30000000	1196
3	30000000	30010000	1045
3	30010000	30020000	979
3	30020000	30030000	1065
3	30030000	30040000	1334
3	30040000	30050000	945
3	30050000	30060000	837
3	30060000	30070000	695
3	30070000	30080000	1349
3	30080000	30090000	1222
3	30090000	30100000	1088
3	30100000	30110000	875
3	30110000	30120000	1062
3	30120000	30130000	710
3	30130000	30140000	931
3	30140000	30150000	934
3	30150000	30160000	818
3	30160000	30170000	936
3	30170000	30180000	859
3	30180000	30190000	782
3	30190000	30200000	780
3	30200000	30210000	310
3	30210000	30220000	914
3	30220000	30230000	589
3	30230000	30240000	752
3	30240000	30250000	1227
3	30250000	30260000	868
3	30260000	30270000	1217
3	30270000	30280000	505
3	30280000	30290000	681
3	30290000	30300000	1205
3	30300000	30310000	1151
3	30310000	30320000	768
3	30320000	30330000	1024
3	30330000	30340000	1035
3	30340000	30350000	748
3	30350000	30360000	711
3	30360000	30370000	1086
3	30370000	30380000	1323
3	30380000	30390000	719
3	30390000	30400000	1196
3	30400000	30410000	910
3	30410000	30420000	1306
3	30420000	30430000	1118
3	30430000	30440000	903
3	30440000	30450000	783
3	30450000	30460000	964
3	30460000	30470000	1290
3	30470000	30480000	794
3	30480000	30490000	910
3	30490000	30500000	531
3	30500000	30510000	969
3	30510000	30520000	975
3	30520000	30530000	914
3	30530000	30540000	954
3	30540000	30550000	978
3	30550000	30560000	796
3	30560000	30570000	866
3	30570000	30580000	1075
3	30580000	30590000	681
3	30590000	30600000	757
3	30600000	30610000	1041
3	30610000	30620000	1025
3	30620000	30630000	1028
3	30630000	30640000	1122
3	30640000	30650000	1061
3	30650000	30660000	995
3	30660000	30670000	389
3	30670000	30680000	901
3	30680000	30690000	765
3	30690000	30700000	1065
3	30700000	30710000	751
3	30710000	30720000	1024
3	30720000	30730000	1119
3	30730000	30740000	1028
3	30740000	30750000	940
3	30750000	30760000	323
3	30760000	30770000	1331
3	30770000	30780000	1075
3	30780000	30790000	1425
3	30790000	30800000	1075
3	30800000	30810000	864
3	30810000	30820000	1205
3	30820000	30830000	1254
3	30830000	30840000	949
3	30840000	30850000	825
3	30850000	30860000	1041
3	30860000	30870000	973
3	30870000	30880000	1308
3	30880000	30890000	906
3	30890000	30900000	1142
3	30900000	30910000	938
3	30910000	30920000	989
3	30920000	30930000	979
3	30930000	30940000	931
3	30940000	30950000	882
3	30950000	30960000	1118
3	30960000	30970000	722
3	30970000	30980000	1083
3	30980000	30990000	820
3	30990000	31000000	621
3	31000000	31010000	607
3	31010000	31020000	979
3	31020000	31030000	994
3	31030000	31040000	1326
3	31040000	31050000	1146
3	31050000	31060000	542
3	31060000	31070000	467
3	31070000	31080000	770
3	31080000	31090000	932
3	31090000	31100000	1065
3	31100000	31110000	818
3	31110000	31120000	1145
3	31120000	31130000	871
3	31130000	31140000	1074
3	31140000	31150000	448
3	31150000	31160000	452
3	31160000	31170000	236
3	31170000	31180000	237
3	31180000	31190000	283
3	31190000	31200000	250
3	31200000	31210000	445
3	31210000	31220000	1099
3	31220000	31230000	239
3	31230000	31240000	0
3	31240000	31250000	0
3	31250000	31260000	0
3	31260000	31270000	0
3	31270000	31280000	523
3	31280000	31290000	426
3	31290000	31300000	1600
3	31300000	31310000	746
3	31310000	31320000	2583
3	31320000	31330000	2510
3	31330000	31340000	2676
3	31340000	31350000	1573
3	31350000	31360000	109
3	31360000	31370000	316
3	31370000	31380000	52
3	31380000	31390000	113
3	31390000	31400000	41
3	31400000	31410000	83
3	31410000	31420000	132
3	31420000	31430000	887
3	31430000	31440000	74
3	31440000	31450000	99
3	31450000	31460000	268
3	31460000	31470000	173
3	31470000	31480000	26
3	31480000	31490000	0
3	31490000	31500000	0
3	31500000	31510000	0
3	31510000	31520000	0
3	31520000	31530000	0
3	31530000	31540000	0
3	31540000	31550000	0
3	31550000	31560000	0
3	31560000	31570000	84
3	31570000	31580000	83
3	31580000	31590000	488
3	31590000	31600000	62
3	31600000	31610000	162
3	31610000	31620000	0
3	31620000	31630000	0
3	31630000	31640000	0
3	31640000	31650000	19
3	31650000	31660000	85
3	31660000	31670000	654
3	31670000	31680000	278
3	31680000	31690000	862
3	31690000	31700000	378
3	31700000	31710000	609
3	31710000	31720000	914
3	31720000	31730000	981
3	31730000	31740000	1050
3	31740000	31750000	956
3	31750000	31760000	1002
3	31760000	31770000	756
3	31770000	31780000	887
3	31780000	31790000	444
3	31790000	31800000	844
3	31800000	31810000	1079
3	31810000	31820000	931
3	31820000	31830000	1047
3	31830000	31840000	776
3	31840000	31850000	1153
3	31850000	31860000	618
3	31860000	31870000	870
3	31870000	31880000	993
3	31880000	31890000	925
3	31890000	31900000	811
3	31900000	31910000	728
3	31910000	31920000	976
3	31920000	31930000	987
3	31930000	31940000	862
3	31940000	31950000	949
3	31950000	31960000	1148
3	31960000	31970000	1063
3	31970000	31980000	905
3	31980000	31990000	743
3	31990000	32000000	460
3	32000000	32010000	588
3	32010000	32020000	625
3	32020000	32030000	672
3	32030000	32040000	921
3	32040000	32050000	916
3	32050000	32060000	1188
3	32060000	32070000	989
3	32070000	32080000	614
3	32080000	32090000	409
3	32090000	32100000	958
3	32100000	32110000	884
3	32110000	32120000	697
3	32120000	32130000	516
3	32130000	32140000	1111
3	32140000	32150000	988
3	32150000	32160000	967
3	32160000	32170000	1122
3	32170000	32180000	701
3	32180000	32190000	949
3	32190000	32200000	57
3	32200000	32210000	499
3	32210000	32220000	472
3	32220000	32230000	46
3	32230000	32240000	611
3	32240000	32250000	646
3	32250000	32260000	924
3	32260000	32270000	689
3	32270000	32280000	356
3	32280000	32290000	637
3	32290000	32300000	1208
3	32300000	32310000	905
3	32310000	32320000	240
3	32320000	32330000	828
3	32330000	32340000	539
3	32340000	32350000	106
3	32350000	32360000	641
3	32360000	32370000	991
3	32370000	32380000	408
3	32380000	32390000	1057
3	32390000	32400000	805
3	32400000	32410000	503
3	32410000	32420000	1008
3	32420000	32430000	822
3	32430000	32440000	840
3	32440000	32450000	1489
3	32450000	32460000	694
3	32460000	32470000	1203
3	32470000	32480000	785
3	32480000	32490000	417
3	32490000	32500000	1032
3	32500000	32510000	807
3	32510000	32520000	716
3	32520000	32530000	799
3	32530000	32540000	517
3	32540000	32550000	975
3	32550000	32560000	623
3	32560000	32570000	744
3	32570000	32580000	1349
3	32580000	32590000	664
3	32590000	32600000	1071
3	32600000	32610000	631
3	32610000	32620000	350
3	32620000	32630000	640
3	32630000	32640000	819
3	32640000	32650000	732
3	32650000	32660000	559
3	32660000	32670000	902
3	32670000	32680000	888
3	32680000	32690000	425
3	32690000	32700000	838
3	32700000	32710000	761
3	32710000	32720000	298
3	32720000	32730000	534
3	32730000	32740000	768
3	32740000	32750000	976
3	32750000	32760000	740
3	32760000	32770000	615
3	32770000	32780000	1180
3	32780000	32790000	1186
3	32790000	32800000	457
3	32800000	32810000	47
3	32810000	32820000	950
3	32820000	32830000	819
3	32830000	32840000	724
3	32840000	32850000	930
3	32850000	32860000	787
3	32860000	32870000	711
3	32870000	32880000	512
3	32880000	32890000	800
3	32890000	32900000	1058
3	32900000	32910000	579
3	32910000	32920000	358
3	32920000	32930000	1070
3	32930000	32940000	1010
3	32940000	32950000	651
3	32950000	32960000	1159
3	32960000	32970000	1534
3	32970000	32980000	912
3	32980000	32990000	689
3	32990000	33000000	625
3	33000000	33010000	596
3	33010000	33020000	1238
3	33020000	33030000	497
3	33030000	33040000	910
3	33040000	33050000	917
3	33050000	33060000	995
3	33060000	33070000	878
3	33070000	33080000	452
3	33080000	33090000	763
3	33090000	33100000	932
3	33100000	33110000	581
3	33110000	33120000	416
3	33120000	33130000	768
3	33130000	33140000	593
3	33140000	33150000	980
3	33150000	33160000	1006
3	33160000	33170000	230
3	33170000	33180000	545
3	33180000	33190000	713
3	33190000	33200000	937
3	33200000	33210000	824
3	33210000	33220000	668
